1A-El-AHU,1A-Th-Chilled Water,1B-El-AHU,1B-OAT-1,1B-Th-Chilled Water,DHI,DNI,GHI,Date,Time
333.1621398683333,-4312.20659541285,359.2977895411111,,-3935.5831842912235,61.87365214029949,869.2314826117621,657.1952629937067,2020-10-04,14:45
335.49540290722217,-4148.899763540604,361.91564148500015,,-3806.4823554079267,61.99346381293402,858.4985690646702,620.0761949327258,2020-10-04,15:00
337.3650577688888,-4479.197890751909,364.879427305,,-4186.729967523741,60.3992057800293,847.3771274142794,577.7567036946615,2020-10-04,15:15
338.0077377605556,-4379.139925026009,365.74936303388887,,-4054.0921246504527,60.5105051252577,833.4800801595053,533.7011518690321,2020-10-04,15:30
338.4799062877776,-4422.572329005183,366.50648823666666,,-4099.496070028831,59.01543256971572,820.0163492838542,487.47807040744357,2020-10-04,15:45
338.7029856244445,-4383.307713859587,366.1228968627777,,-4031.8808922775597,57.6364091237386,806.3390753851996,440.6654666476778,2020-10-04,16:00
338.3409329811112,-4224.763531015814,366.4482719077777,,-3874.802660250628,55.690112686157235,787.0038208007813,392.678147040473,2020-10-04,16:15
338.1055568772223,-4103.554539210952,366.7105604150001,,-3773.91430911186,52.21925951639812,766.3302863226997,346.1006028917099,2020-10-04,16:30
338.1303872561111,-4504.089605436151,366.40047306277773,,-4205.7753198302635,52.54000146653918,738.3985860188802,306.73359273274747,2020-10-04,16:45
337.95631809111114,-4161.897810411535,366.65193123166665,,-3818.3468119918034,49.92878672281903,704.1226793077257,266.33965928819435,2020-10-04,17:00
335.39825373499997,-3679.9361895206544,366.09460652777767,,-3366.3754510128524,47.754668256971556,658.0550937228732,225.02737341986767,2020-10-04,17:15
321.3914425322222,-3539.154411855709,361.2864542522223,,-3362.5199506288614,43.35938521491156,603.0226053873698,179.22749938964841,2020-10-04,17:30
309.9434479122222,-3592.377148173511,341.3411685927777,,-3330.2692445458542,39.235528522067604,532.5864776611327,133.11836335923925,2020-10-04,17:45
302.52521856833323,-3081.4189268287123,321.27745031666666,,-2635.3452784610804,34.17668342590332,293.7868545585207,75.46972262064612,2020-10-04,18:00
287.29154989722224,-3056.567969297198,302.4558454811112,,-2589.908442814481,24.840289285447863,120.89832077556181,35.5433615790473,2020-10-04,18:15
277.65290547888895,-2627.994787878788,289.4090594888888,,-2193.8617958381274,11.748980998992911,89.07268796496928,15.838415209452313,2020-10-04,18:30
274.5678238638889,-2632.847784312018,282.42283454000005,,-2117.9133171642584,3.3041800492339672,1.9567389759752454,3.703087157011032,2020-10-04,18:45
272.5857614088889,-2516.8610313761224,278.7011771677777,,-2018.9051806602458,-0.07624827497121374,0.5200226927797,0.1828579883142891,2020-10-04,19:00
270.9498690911112,-2493.697574385919,276.1288699933333,,-2007.3048164504785,-0.4752841126587656,0.1470175913535058,-0.15128444325592763,2020-10-04,19:15
269.5743687783334,-2339.4855129736875,273.86317240666665,,-1890.1239217072884,-0.2290095668260215,0.09159469430127912,-0.06721660446686054,2020-10-04,19:30
268.42431962500007,-2383.660435175309,272.18357591222207,,-1954.4324966355323,0.130530238407664,0.34384706251633657,0.2018627061586206,2020-10-04,19:45
267.383479308889,-2266.467105957835,270.58251102166673,,-1886.8544699689166,0.5170906878800855,0.6928696076075236,0.602566690717099,2020-10-04,20:00
266.75678546555565,-2257.084186951729,269.5218365766667,,-1891.4338806632868,1.365842098328802,0.8886752956443357,1.5341090844737162,2020-10-04,20:15
266.20542845222224,-2167.8627514200894,268.5046302266667,,-1800.670859384368,0.08105390285814387,0.6198642181025612,0.30136522915110825,2020-10-04,20:30
265.66563104500005,-2131.382780114382,267.75546626055564,,-1795.2466161992795,0.8338852418897055,0.5562765088656713,1.2727594153489927,2020-10-04,20:45
265.13583787111094,-2136.763352516543,266.9888495266666,,-1778.8075299669642,-0.4269068912085561,0.22732804403899026,-0.36094228519747606,2020-10-04,21:00
264.8189379233334,-2092.8966097897624,266.68834212333337,,-1765.103863902438,-0.33113122633658365,0.1068722659515012,-0.06647966951390524,2020-10-04,21:15
264.62004953388885,-2075.8500776946653,265.9187267049998,,-1729.620503369168,0.3407344689178799,0.27420432382366733,0.3710546599494087,2020-10-04,21:30
264.2101052783333,-2017.0875149986286,265.55777268888886,,-1711.1652031029928,0.4273882480131264,0.5844984336859649,1.0589092376383222,2020-10-04,21:45
264.2786130022222,-2017.51627285012,265.32376733222225,,-1671.0416086397827,0.05871052917920945,0.2957235756847593,0.16403340766620295,2020-10-04,22:00
263.9054316616668,-1969.6991145729553,265.0382840600001,,-1657.6612104783444,0.18104494558758216,0.2887815241812772,0.29822156618216206,2020-10-04,22:15
264.1082188738888,-1970.1895500405733,264.94344290777786,,-1691.9546962786314,0.7527110055321827,0.49275667712920246,0.9135448238320852,2020-10-04,22:30
263.79293213944453,-1933.7092991394784,264.85119653833345,,-1659.2520909017298,1.3514492873516344,0.9948688015341762,1.4317079622945228,2020-10-04,22:45
263.7388423094445,-1964.4383656867062,264.7067183111113,,-1672.2291066409064,1.6204923813541723,1.1729364580578268,1.7279883438928252,2020-10-04,23:00
263.8534679494444,-1992.0438964079851,264.82758674388884,,-1707.7308181872065,-1.33800313398242,-0.08009834753142456,-0.6597691799203556,2020-10-04,23:15
263.83891579555547,-1993.52382330873,264.62837373722215,,-1717.3654656002775,-0.02375537885559959,-0.1128311374793864,-0.1934616578121976,2020-10-04,23:30
264.00555384666654,-1929.312776699993,264.85806368055574,,-1669.3703496735186,0.018933706233898707,0.13139499225395002,0.12195445426429302,2020-10-04,23:45
263.82279241555557,-1955.7934807597087,264.7393258033334,,-1697.6528108278226,0.4533980283058346,0.27080773641872735,0.5598490697228246,2020-10-05,00:00
263.6905436638889,-1949.8036576487434,264.49500950999993,,-1691.081392004546,0.30815405272361296,0.27708618820955333,0.5184579164048447,2020-10-05,00:15
263.69936152777774,-1939.2891464907323,264.43870176,,-1702.5466270304655,0.07714682120519391,0.1968068487010896,0.46375281680375324,2020-10-05,00:30
263.734353618889,-1918.3615916134934,264.5756899044443,,-1690.5159736998123,0.2883120572105759,0.3149013381806158,0.5608246191626504,2020-10-05,00:45
263.75954201,-1923.0470962518204,264.789829438889,,-1697.0086569652117,0.40212459497981595,0.2734011354545752,0.5270964226788946,2020-10-05,01:00
263.7099161572221,-1894.1825959190721,264.631643368889,,-1654.2192886452672,0.867653031481637,0.6279385343194008,1.2410957858794271,2020-10-05,01:15
263.62850235111125,-1827.17829367996,264.64429819611115,,-1589.834291901673,0.05811684268216289,0.26791455940239967,0.11130165856124628,2020-10-05,01:30
263.75961383666674,-1801.6075234675554,264.5913935616667,,-1555.3281098123866,0.9410050826121341,0.5377494198891023,1.0722968700859288,2020-10-05,01:45
263.65821260611114,-1765.95901819564,264.7255180088889,,-1507.8401031835792,0.9742192973693219,0.5814949570948045,1.1958971395260753,2020-10-05,02:00
263.69816558666656,-1761.874074327248,264.82925550833346,,-1524.3916808187687,2.261927768339712,1.5999192800786763,2.3330442184375406,2020-10-05,02:15
263.8415262277778,-1741.3915612221622,264.8087025227778,,-1518.4833696697015,0.8882313879827666,1.0685416238175496,0.8846979316065298,2020-10-05,02:30
263.6067155188888,-1738.4797045262535,264.6270203616667,,-1501.574295612252,-0.17098899665029937,0.4119428161117766,0.024810126692884477,2020-10-05,02:45
263.79779968944445,-1696.5723451008182,264.76381148166666,,-1442.000525622378,0.3568040444515646,0.604660188820627,0.5391002648665261,2020-10-05,03:00
263.8424175455556,-1683.3199334573762,264.64415126833336,,-1449.1048763206397,1.4837044069646963,0.9094281209839711,1.6298860026730433,2020-10-05,03:15
263.74940060166665,-1664.7844646911763,264.78569457,,-1427.5534751217278,0.445840593520552,0.648419866628117,0.6595071603854498,2020-10-05,03:30
263.70890387444445,-1669.691881070111,264.76179460277785,,-1416.6737239793615,-0.2845029726624492,0.33399102549172116,0.2151930276718409,2020-10-05,03:45
263.7314593961112,-1581.3562016722205,264.74698074166656,,-1334.1126684802832,0.09353730676488747,0.28997115937785967,-0.10740409599254944,2020-10-05,04:00
263.7683500300001,-1582.0760171780983,264.55947642777767,,-1376.0801486218854,0.26283349826311075,0.09813333991915002,0.6506393860896225,2020-10-05,04:15
264.1468237938888,-1559.8020073496386,264.44507562000007,,-1362.0450160293817,-0.12333382743203805,0.20600110188178306,-0.22881813059664438,2020-10-05,04:30
263.7980487227778,-1561.9704309313433,264.53810243111116,,-1352.04773526808,-1.3740573869513655,-0.6054237800081157,-0.6474951287317608,2020-10-05,04:45
263.87437140666674,-1556.5386759953767,264.6229522311113,,-1324.7741883712806,0.07666545568111667,-0.043502320142255996,0.15156284122624336,2020-10-05,05:00
263.5039110094446,-1527.6978401240258,264.3926591333333,,-1294.1731487180214,0.02994092752277426,0.0405045005512269,0.28792846128085847,2020-10-05,05:15
263.4882057733335,-1554.5898870970789,264.528804665,,-1387.1414879099677,0.4840449521938961,0.3210749461419053,0.7162592967661716,2020-10-05,05:30
263.32382727055546,-1552.7289692979984,264.1538320294445,,-1312.9949577030604,1.4408709169261995,0.9540390736526903,1.3105395747555613,2020-10-05,05:45
263.32506315722225,-1525.2824782228593,264.00936699944447,,-1279.6750221447107,0.32525857570063793,0.45771612623033847,0.5695438483936922,2020-10-05,06:00
263.39700314666663,-1516.773663851798,263.92937383444445,,-1360.2544888549148,1.152934208512306,0.7690283662743037,1.1736253480116536,2020-10-05,06:15
263.42033064222227,-1514.485401968698,264.558152846111,,-1286.1155980370997,-0.007052001677867281,0.3557082517046689,0.20079824436042074,2020-10-05,06:30
262.72953865444447,-1523.317572986039,264.6075832944444,,-1304.4877637307952,1.7737190193600134,0.6830531653430726,1.7878765556547374,2020-10-05,06:45
262.51439091777775,-1463.5607139839142,264.57384018666676,,-1253.0245179578612,3.8665271282196043,0.3896854180428716,4.202319256464641,2020-10-05,07:00
262.65592509333334,-1535.5506573903408,264.63218893333334,,-1300.0633717932183,12.283280584547262,0.5124998645650015,12.680856100718183,2020-10-05,07:15
262.5604135805555,-1498.4087167471953,264.61855265388897,,-1288.1997150583468,22.512422604031038,0.4013033875988588,23.095114665561255,2020-10-05,07:30
262.50061010111114,-1470.687807889348,264.1567466283332,,-1266.1142225664278,32.45474321577284,4.248142093833951,34.21315383911133,2020-10-05,07:45
262.43022894166654,-1562.9663550032046,264.25585755944434,,-1355.977536121115,42.67807706197103,466.3574484931098,138.10486429002557,2020-10-05,08:00
262.33545179277775,-1660.868191630932,264.1192784688888,,-1400.1379330782727,53.04031656053332,555.2549329969617,189.8652859157987,2020-10-05,08:15
262.55635332111103,-1735.3053710298418,264.2490377344444,,-1495.6491405634276,62.777768622504354,594.8677754720052,234.26676313612197,2020-10-05,08:30
262.4175740250001,-1802.4335769915047,264.2717763372223,,-1562.077056996192,73.23361714680989,617.1017279730902,275.3602559407552,2020-10-05,08:45
262.38984631888894,-1814.0490041839546,264.29345752555554,,-1475.8544330100653,81.01088502671983,645.2231024848091,319.5668117947049,2020-10-05,09:00
262.4244329127777,-1944.4236827526736,264.37496262944444,,-1650.9032469079068,87.15796017116972,665.2633633083766,363.5676815456813,2020-10-05,09:15
262.52326568555566,-2034.2000828146186,264.4097194638889,,-1683.4106630433685,92.07157804701062,687.6548522949219,410.35501268174903,2020-10-05,09:30
262.4564459,-2080.9941303749174,264.47997611666676,,-1693.2302199139974,94.46994094848633,704.6210035536025,454.08667941623264,2020-10-05,09:45
264.2544429972222,-2110.5407616165944,277.91782997277784,,-1884.7340206527176,98.41906967163081,711.0724860297307,495.7505004882813,2020-10-05,10:00
274.56693275888904,-2313.1008978296027,293.9525385411111,,-2249.1381277075907,102.35265833536793,726.0380025227864,540.908839246962,2020-10-05,10:15
276.23367869833316,-2455.037529921743,292.8843575222223,,-2233.7359212750116,108.01923548380532,724.3080891927085,576.376426188151,2020-10-05,10:30
274.55630618111104,-2457.7294900513452,298.28061913000005,,-2259.5700749148737,116.57801674736874,714.9293423122829,606.0190748426651,2020-10-05,10:45
278.29185461833333,-2687.967295478132,311.15714838333326,,-2508.8686821861766,118.98473061455611,736.7974521213107,647.6881306966145,2020-10-05,11:00
283.12632216166674,-2885.320671401022,319.1156916961112,,-2788.783559984247,119.59033720228399,749.1711710611982,678.5317843967011,2020-10-05,11:15
310.21775425888876,-3332.5054860951204,318.7039613361111,,-2779.7417813368024,119.68283072577579,763.8805657280815,708.3145317925348,2020-10-05,11:30
297.70092030333325,-3414.314283668228,320.15839880111105,,-2883.585070751074,116.22344292534736,782.0090969509547,733.5718105740018,2020-10-05,11:45
306.17327712888886,-3477.811515254582,321.02038563833344,,-3003.764861457004,112.96923556857647,790.9845343695746,751.3153767903644,2020-10-05,12:00
311.0600832427777,-3498.5688179952417,321.59806718444446,,-3015.062152522764,113.54661746554899,791.7447184244791,762.0869852701825,2020-10-05,12:15
313.44952499000004,-3730.5253282528047,321.4623725088888,,-3248.358553553335,116.54915025499128,790.1193318684896,768.8508300781251,2020-10-05,12:30
316.0991115488889,-3591.0133151347413,321.3785003999999,,-3214.1319330314896,115.10935516357421,800.6377149793836,777.9472330729166,2020-10-05,12:45
320.04908049111106,-3530.976466759751,321.5509863527778,,-3084.2066076053093,113.0785622490776,802.3753872341581,775.5456570095486,2020-10-05,13:00
318.5535416372222,-3812.323780672986,321.2902830483333,,-3273.7258416812856,111.28726594712994,810.0720675998265,774.3365030924477,2020-10-05,13:15
318.4699142566666,-3735.546762031237,321.0565300261111,,-3329.97299685629,106.24752205742735,818.8345594618056,766.0280144585505,2020-10-05,13:30
320.2414214966667,-3644.3188223098573,321.14770459055563,,-3210.0925569357514,107.09671452840166,812.4849433051214,748.2595709906685,2020-10-05,13:45
321.3418954522222,-3684.239060688604,320.9064479061111,,-3207.846071088397,105.54038043551972,809.9701531304254,727.4894897460938,2020-10-05,14:00
323.17270242277783,-3958.248333104706,321.0022446572222,,-3405.7429036381754,105.1380713568794,798.4704284667969,699.9580620659723,2020-10-05,14:15
324.4686473677778,-3858.4888727373004,321.01167210333335,,-3377.7585797462043,106.31493064032647,787.7030612521702,669.2836235894098,2020-10-05,14:30
324.155826095,-3811.412511909464,320.9482296894444,,-3332.5387735369072,105.05600628323019,772.9318969726562,632.7626498752168,2020-10-05,14:45
322.20797742722226,-4066.1857098550313,320.8424912066667,,-3565.464126983826,104.95732735527895,751.3315972222223,592.4196960449219,2020-10-05,15:00
319.9485017811112,-3905.4919284526777,320.8467679933334,,-3477.0678242833533,107.44793506198455,726.862702094184,550.282541232639,2020-10-05,15:15
317.0522484788889,-3959.102927813013,321.2802136044445,,-3671.421415887035,98.26615676879881,731.7747972276476,512.4595435248482,2020-10-05,15:30
314.0697408405556,-3679.6848982711394,321.17450422888885,,-3439.3085417942843,92.06495047675239,727.410260687934,470.06812032063806,2020-10-05,15:45
309.37613929500003,-3329.1480633181554,233.01882675111108,,-1913.73202509419,87.17631691826712,713.9105394151478,424.664813571506,2020-10-05,16:00
309.99887448333334,-2548.9311721538456,175.36913068055557,,-2923.731231250562,87.42947506374782,683.8879231770833,378.8887373182508,2020-10-05,16:15
315.4682934166666,-2837.6254144763466,201.25617378999988,,-2783.7448980349936,83.83486243353948,650.2580444335937,331.93027072482624,2020-10-05,16:30
311.5922108022223,-2832.5748564400737,226.8965821355555,,-3087.9102402001463,78.58421791924371,617.929296875,290.779330444336,2020-10-05,16:45
302.0120497300002,-2646.5107756400075,249.0125264188888,,-2976.69548363645,71.93290379842124,572.8426737467448,246.95704345703135,2020-10-05,17:00
296.5420777877777,-2614.7547922283675,258.3483607544443,,-2879.096822771419,65.40820503234865,524.820270114475,206.94007093641494,2020-10-05,17:15
293.67603080388903,-2526.71856678867,263.83460017444446,,-2590.8139544543073,57.72387330796982,459.2935014512804,160.1025356716579,2020-10-05,17:30
288.53742929111104,-2569.8470693063596,265.43175792055564,,-2484.6577231785554,48.253370666503905,378.9915971544053,113.57334950764975,2020-10-05,17:45
280.72709739611105,-2392.0907743189878,261.5388098411112,,-2201.3379520005574,37.42181585099961,278.4951587253147,74.13081092834474,2020-10-05,18:00
273.23507333888887,-2344.5829924078816,257.62484427888893,,-2074.7442663804873,23.420197571648487,162.91851467556427,37.99341456095377,2020-10-05,18:15
270.26063173611124,-2231.973840774544,255.43815481111113,,-1879.4243523804519,10.82028282483418,53.97929114600017,14.099683931138781,2020-10-05,18:30
268.85969059722214,-2253.1378366378094,256.38483510888886,,-1867.354472179205,1.9430232456988756,0.7234106010860867,2.289974528551101,2020-10-05,18:45
267.5898413877777,-2150.53129657687,257.8856011516667,,-1747.9412559986802,1.2734359877804913,0.7327179763052202,1.6363055137296514,2020-10-05,19:00
266.9370920311111,-2170.119989033422,259.76600241444453,,-1779.1505026240184,0.009402667834527267,0.568383745683564,0.2459231935441494,2020-10-05,19:15
266.0185896094444,-2182.7697000570447,260.92356394166666,,-1789.4008269699073,1.711502542760637,0.7473875049087744,1.8171901722749078,2020-10-05,19:30
265.48191434611107,-2092.131373368762,261.5561319405556,,-1689.291800362334,2.06597996155421,1.1586996350023477,2.2211039000087305,2020-10-05,19:45
265.4222851077777,-2111.673870674525,262.6372648161112,,-1702.5585730692192,-0.8703165816453582,0.42273213101757967,0.2604408183445537,2020-10-05,20:00
264.76146557666675,-2093.434864261169,262.9630291766665,,-1655.0395376672627,-1.3759427547040919,-0.4490196227050749,-1.1402504130990976,2020-10-05,20:15
264.34150199277786,-2047.3774113359877,263.4888416722221,,-1625.860620392055,-0.5997010035647287,-0.03580980091873156,-0.582595773600042,2020-10-05,20:30
263.952857933889,-2065.8157417896505,263.87762584166677,,-1643.299159754574,0.2816227931943202,0.4370368301454517,0.9527415289233125,2020-10-05,20:45
263.7676662872221,-2048.2004805867764,264.24312195555564,,-1617.117482980197,0.5029545837392403,0.30243756508506403,0.4119545150548218,2020-10-05,21:00
263.5456340983334,-2076.5599019214255,264.4013676483334,,-1638.721473776045,2.7103276262680684,1.1974902987480158,2.6325753305935193,2020-10-05,21:15
263.40214620611107,-2083.4479613074095,264.56118697166676,,-1647.401363023394,1.5173358187260517,1.3543271616101258,1.8794856667518607,2020-10-05,21:30
263.1962868577779,-2066.484390923756,264.8700578005554,,-1634.9288150359478,-1.0497936644487917,0.2958989207322399,-0.6181405946612365,2020-10-05,21:45
263.2995231855556,-2060.9492308392596,265.13503333888883,,-1619.779680172876,2.0780060854223037,0.9397372106711068,1.9316606243451424,2020-10-05,22:00
263.34375857222227,-2018.9653876891962,265.2095916305556,,-1563.4065105107459,1.1970954668663796,0.8949915227435881,1.4567613920995168,2020-10-05,22:15
263.15528417055555,-2072.3156749547097,265.1023013994444,,-1603.4881210625324,-1.0186814045016135,0.46627687920376454,-0.5559924370091823,2020-10-05,22:30
263.3360777716667,-2071.858236931138,265.26534592388896,,-1625.270007119439,0.211174980861446,0.19948225878179085,0.23788242946482274,2020-10-05,22:45
263.3442343444445,-2084.5558574386355,265.2137252383334,,-1652.8021113729767,-0.3773984552852596,0.08788984401358496,0.07396365445521134,2020-10-05,23:00
264.513211848889,-2060.307427282584,265.38299430888895,,-1657.594779506702,0.1691919009278834,0.3591076612886454,0.08681906050898973,2020-10-05,23:15
264.4780534827779,-2039.1662209377444,265.2033381894444,,-1671.4693109555483,-1.4048086292213855,-0.653702818767892,-0.47841782034633445,2020-10-05,23:30
264.462288645,-2011.7890106230507,265.3253751244445,,-1661.3639945782568,0.545908424920506,0.23978879206762121,0.40837628998690184,2020-10-05,23:45
264.19361794888886,-1990.1149889447674,265.2602232261112,,-1668.620127748067,-0.19330830333961374,0.10864550026599311,0.5085911771075594,2020-10-06,00:00
264.397730158889,-1978.1609586321958,265.4471397605556,,-1690.1562362706995,0.5758413306282205,0.2619839652493182,0.9943210222654862,2020-10-06,00:15
264.34187746777775,-1900.8152456425642,265.35237831500007,,-1644.917087653378,0.8340858194563127,0.8316884454753664,0.7597629901435641,2020-10-06,00:30
264.1801145377777,-1914.9264689151946,265.20011682222224,,-1709.7155969109815,1.0856249930248374,0.6973111948796679,1.423616903168815,2020-10-06,00:45
264.37736276333334,-1831.8971727460164,265.41558795888886,,-1661.118987067967,0.09358544829560239,0.1495289731059328,0.5787391495373514,2020-10-06,01:00
264.3802341383334,-1840.7807393092687,265.5055162722221,,-1710.7562060534033,1.945831194851134,0.9230031645960282,1.7137900729974112,2020-10-06,01:15
264.30956936999996,-1855.2470541518855,265.5163297855556,,-1680.6421603534657,0.09583181523614473,0.7766614927185905,0.35719211225708325,2020-10-06,01:30
264.50292047611117,-1793.8243058440937,265.4550643044446,,-1565.2901492815572,0.5205324456807122,0.5744133192631934,0.7301464123030499,2020-10-06,01:45
264.3696124061112,-1838.6734928874887,265.4330924783333,,-1565.0086647907533,0.5592823552433404,0.4404249276797701,0.6346970402532156,2020-10-06,02:00
264.23979084555555,-1786.0577098183953,265.28067736166673,,-1495.9061044131681,0.642566590414693,0.5658949898348915,0.9405002521144014,2020-10-06,02:15
264.1623002233334,-1764.090234037088,265.1266520872223,,-1434.2673412303968,0.251080171039535,0.43197164121601317,0.5515053305671448,2020-10-06,02:30
263.52591046777775,-1760.8930581282095,265.21547549888885,,-1419.7908086038192,0.8226533941096733,0.4459001902904775,0.8754698796404731,2020-10-06,02:45
263.14886041111106,-1746.7789808019265,265.1406135522221,,-1415.0042205495008,1.0397571780615382,0.7043998975720672,1.1836312856939115,2020-10-06,03:00
263.1619968811111,-1755.7958372660755,265.21721755500005,,-1414.3511418612761,-0.48819271842431683,0.20209828223903756,0.04410961638204754,2020-10-06,03:15
262.9899602277777,-1700.678255957477,265.1689139105556,,-1394.6288158247532,0.35428489386621415,0.4633214845425552,0.3130251674188507,2020-10-06,03:30
262.9859632527779,-1702.408805376375,265.1788985916667,,-1371.1059431582523,1.3913063261864915,0.6802985645002789,1.4470771445168389,2020-10-06,03:45
262.95224445944456,-1695.412231124364,265.03539762,,-1379.9968640270793,0.33337760047676607,0.6079068784912427,0.5221343974996769,2020-10-06,04:00
262.95626862055565,-1703.4841778237194,265.31312513333324,,-1373.0011795720993,1.5273161152998613,0.6488978133950801,1.512205756287505,2020-10-06,04:15
262.72497596777765,-1698.7091227130518,265.09681095222237,,-1369.483021011382,-0.19739188358265308,0.32362026691747203,0.24336030289220306,2020-10-06,04:30
